Id,Domanda,Opzione corretta,Opzioni
390,Quali sono gli elementi che costituiscono la Determina?,c,"a) L'Accordo Quadro consiste in un accordo, concluso tra una stazione appaltante e uno o più operatori economici, il cui scopo è quello di stabilire le condizioni base (prezzi, qualità, quantità) dei successivi appalti (specifici) che saranno aggiudicati dalle singole amministrazioni durante un dato periodo
 b) Trasparenza e tracciabilità dell'intero processo d'acquisto
 c) La modalità di gara e le clausole contrattuali essenziali
 d) Gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 "
391,Quali sono i contenuti obbligatori della determinazione a contrarre?,c,"a) Gli appaltatori di lavori, i prestatori di servizi, i fornitori, i subappaltatori e i subcontraenti della filiera delle imprese, nonché i concessionari di finanziamenti pubblici anche europei a qualsiasi titolo interessati ai lavori, ai servizi e alle forniture
 b) quando occorre attivare il procedimento per l'individuazione del contraente
 c) Gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 d) I ""contratti attivi"" sono quelli dai quali deriva un'entrata per lo Stato e che non producono spesa
 "
392,Quali sono i criteri di aggiudicazione che la Pubblica Amministrazione può utilizzare per individuare l'offerta aggiudicataria ?,c,"a) Se nessuna delle offerte ricevute risulti conveniente o idonea in relazione all'oggetto del contratto
 b) Nel caso in cui nessuna delle offerte ricevute risulti conveniente o idonea in relazione all'oggetto del contratto
 c) Il criterio del prezzo più basso ovvero il criterio della offerta economicamente più vantaggiosa
 d) riservata a coloro che siano stati invitati a partecipare dalla stessa Pubblica Amministrazione
 "
393,"Quali sono i principi secondo cui si svolge l'affidamento e l'esecuzione di appalti di opere, lavori, servizi, forniture e concessioni?",a,"a) Economicità, efficacia, tempestività e correttezza
 b) Procedura negoziata, senza previa pubblicazione di un bando di gara
 c) Si, sono tenuti a rispettare gli obblighi stabiliti dalla normativa europea e nazionale e dai contratti collettivi
 d) Sì, sono tenuti a rispettare gli obblighi stabiliti dalla normativa europea e nazionale e dai contratti collettivi
 "
394,Quali sono i requisiti di ordine speciale ai sensi dell'art.100 comma 1 del D.Lgs.36/2023?,a,"a) L'idoneità professionale; la capacità economica e finanziaria; le capacità tecniche e professionali
 b) L'Autorità di vigilanza sui contratti pubblici di lavori, servizi e forniture su richiesta della stazione appaltante
 c) le stazioni appaltanti favoriscono l'inserimento nel contratto di clausole di rinegoziazione
 d) Prima dell'avvio delle procedure di affidamento dei contratti pubblici, le stazioni appaltanti, in conformita' ai propri ordinamenti, decretano o determinano di contrarre
 "
395,Quali sono i soggetti tenuti all'obbligo della tracciabilità?,a,"a) Gli appaltatori di lavori, i prestatori di servizi, i fornitori, i subappaltatori e i subcontraenti della filiera delle imprese, nonché i concessionari di finanziamenti pubblici anche europei a qualsiasi titolo interessati ai lavori, ai servizi e alle forniture
 b) Deve usare conti correnti postali o bancari dedicati alle commesse pubbliche, anche in via non esclusiva
 c) Gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 d) La possibilità di una concorrenza effettiva e sono accompagnati da specifiche che consentono l'efficace verifica delle informazioni fornite dagli offerenti, al fine di valutare il grado di soddisfacimento dei criteri di aggiudicazione delle offerte
 "
396,"Quali sono le irregolarità ""non sanabili"" a mezzo del Soccorso istruttorio?",c,"a) No, il limite temporale è diversificato proprio in funzione della procedura
 b) L'Autorità di vigilanza sui contratti pubblici di lavori, servizi e forniture su richiesta della stazione appaltante
 c) Le carenze della documentazione che non consentono l'individuazione del contenuto o del soggetto responsabile della stessa e le carenze di elementi dell'offerta tecnica ed economica
 d) Solo nel caso in cui l'importo dell'affidamento sia inferiore ai 40.000 euro e con una adeguata motivazione
 "
397,Quali sono le procedure di acquisto attraverso le quali il mercato elettronico offre alle Amministrazioni la possibilità di concludere contratti?,c,"a) Nelle procedure aperte tutti gli operatori economici possono partecipare alla gara, mentre in quelle ristrette la procedura di aggiudicazione si svolge tra operatori economici che sono già stati selezionati e invitati dall'Amministrazione aggiudicatrice
 b) Il criterio del prezzo più basso ovvero il criterio della offerta economicamente più vantaggiosa
 c) l'ordine d'acquisto (OdA) e la richiesta d'offerta (RdO)
 d) Procedure aperte (D.lgs. 36/2023 e s.m.i.)
 "
398,"Quali, tra i segenti settori, rientra nei settori speciali di cui al titolo VI, Capo I del Codice dei Contratti pubblici?",b,"a) L'Autorità di vigilanza sui contratti pubblici di lavori, servizi e forniture su richiesta della stazione appaltante
 b) Gas ed Energia termica, Elettricità ed Acqua
 c) Si tratta di una procedura di scelta del contraente in cui qualsiasi operatore economico può chiedere di partecipare in base ad un bando di gara o ad un avviso di indizione di gara, ma le stazioni appaltanti avviano un dialogo solo con gli operatori che, sulla base delle informazioni fornite, vengono invitate
 d) L'idoneità professionale; la capacità economica e finanziaria; le capacità tecniche e professionali
 "
399,"Qualsiasi soggetto, pubblico o privato, che affida contratti di appalto di lavori, servizi e forniture e che è comunque tenuto, nella scelta del contraente, al rispetto del Codice dei contratti pubblici è:",c,"a) Tra l'altro mediante un avviso periodico indicativo, che viene pubblicato in maniera continuativa
 b) Entro cinque giorni dall'adozione del provvedimento
 c) una stazione appaltante
 d) Prima dell'avvio delle procedure di affidamento
 "
400,Quando avviene la nomina dei commissari che compongono la commissione aggiudicatrice?,c,"a) Non vi è decadenza della commissione, che rimane in carica
 b) La stazione appaltante tra i membri della commissione
 c) Dopo la scadenza del termine fissato per la presentazione dell'offerta
 d) Il criterio del prezzo più basso ovvero il criterio della offerta economicamente più vantaggiosa
 "
401,"Quando i lavori, le forniture o i servizi possono essere forniti unicamente da un determinato operatore economico per una delle ragioni indicate dal codice appalti, le amministrazioni aggiudicatrici possono aggiudicare appalti pubblici mediante:",a,"a) Procedura negoziata senza previa pubblicazione di un bando di gara
 b) verifica esclusivamente il possesso da parte dell'aggiudicatario dei requisiti economici e finanziari e tecnico-professionali
 c) decretano o determinano di contrarre, individuando gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 d) decretano o determinano di contrarre, individuando gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 "
402,Quando il contratto si considera concluso?,d,"a) L'Accordo Quadro consiste in un accordo, concluso tra una stazione appaltante e uno o più operatori economici, il cui scopo è quello di stabilire le condizioni base (prezzi, qualità, quantità) dei successivi appalti (specifici) che saranno aggiudicati dalle singole amministrazioni durante un dato periodo
 b) Il codice CIG - Codice Identificativo di Gara - è il codice che identifica il singolo affidamento nell'ambito del progetto ed è divenuto ora obbligatorio, ai fini della tracciabilità dei flussi finanziari, in relazione a ciascun contratto pubblico avente ad oggetto lavori, servizi e forniture, a prescindere dall'importo dello stesso e dalla procedura di affidamento prescelta
 c) Il codice CUP (Codice Unitario di Progetto) è obbligatorio solamente con riguardo ad ""ogni nuovo progetto di investimento pubblico""
 d) Quando chi ha fatto la proposta ha conoscenza dell'accettazione dell'altra parte
 "
403,Quando il Rup può agire in deroga all'impedimento della stipula del contratto?,a,"a) Solo in casi di urgenza
 b) Recesso, sospensione, risoluzione
 c) Serve per rilevare il superamento delle soglie comunitarie
 d) La decadenza dell'assegnatario
 "
404,"Quando si hanno più appalti aggiudicati in lotti, come si determina il valore del contratto pubblico?",b,"a) Per favorire l'accesso delle microimprese, piccole e medie imprese
 b) Il valore è determinato dalla totalità dei lotti
 c) Sì, l'appaltatore/operatore può indicare più conti correnti dedicati per un singolo appalto pubblico
 d) Serve per rilevare il superamento delle soglie comunitarie
 "
405,Quando viene adottata la determinazione a contrarre?,a,"a) quando occorre attivare il procedimento per l'individuazione del contraente
 b) Gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 c) Quando chi ha fatto la proposta ha conoscenza dell'accettazione dell'altra parte
 d) Il codice CIG - Codice Identificativo di Gara - è il codice che identifica il singolo affidamento nell'ambito del progetto ed è divenuto ora obbligatorio, ai fini della tracciabilità dei flussi finanziari, in relazione a ciascun contratto pubblico avente ad oggetto lavori, servizi e forniture, a prescindere dall'importo dello stesso e dalla procedura di affidamento prescelta
 "
406,Se ad una delle parti è attribuita la facolta' di recedere dal contratto questa puo' essere esercitata finchè il contratto:,a,"a) Non abbia avuto un principio di esecuzione
 b) Sia previsto dalla legge o dal contratto medesimo
 c) Deve riportare, tra l'altro, i criteri di selezione del contraente
 d) Deve indicare, tra l'altro, i criteri di selezione delle offerte
 "
407,"Se la stazione appaltante decide di utilizzare per l'aggiudicazione di una gara il criterio del minor prezzo, essa deve...",d,"a) Può stabilire che non si proceda all'aggiudicazione, soltanto, tuttavia, qualora di tale facoltà sia stata data indicazione espressa nel bando di gara o nella lettera d'invito
 b) Determinazione a contrarre
 c) si prenota l'impegno di spesa
 d) Darne una motivazione adeguata e indicare nel bando il criterio applicato ai fini della selezione della migliore offerta
 "
408,Se l'amministrazione aggiudicatrice decide di avvalersi della procedura aperta:,c,"a) qualsiasi operatore economico può presentare una domanda di partecipazione in risposta a un avviso di indizione di gara, fornendo le informazioni richieste dall'ente aggiudicatore per la selezione qualitativa
 b) Sì, può fissare un termine non inferiore a quindici giorni dalla data di trasmissione del bando di gara
 c) qualsiasi operatore economico interessato può presentare un'offerta
 d) alla nomina del direttore dei lavori e dei collaudatori
 "
409,"Se nessuna offerta, nell'ambito di una procedura di gara ai fini dell'aggiudicazione di un contratto, non risulta conveniente in relazione all'oggetto del contratto stesso, la stazione appaltante...",d,"a) E' costituta da un numero dispari di commissari, non superiore a cinque
 b) Darne una motivazione adeguata e indicare nel bando il criterio applicato ai fini della selezione della migliore offerta
 c) all'osservanza del codice degli appalti
 d) Può stabilire che non si proceda all'aggiudicazione, soltanto, tuttavia, qualora di tale facoltà sia stata data indicazione espressa nel bando di gara o nella lettera d'invito
 "
